student_id,class_id,school_id,county_id,gender,sibling_num,mo_edu,fa_edu,sr_w_m,sr_w_f,sr_w_sib,sr_w_grand,sr_w_othre,sr_w_othnon,boarding,grade9,relationshi,frequency,living_area,pr_w_m,pr_w_f,pr_w_sib,pr_w_grand,pr_w_othre,pr_w_othnon,left_behind,participation_level,mo_code,fa_code,parent_code,parent_edu_l,parent_edu_m,parent_edu_h,female,has_siblings,urbanicity_level,standard_living
15886,370,95,24,male,0,Finished elementary school,Senior high school,1,1,0,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,0,0,0,0,0,low,1,2,2,0,1,0,0,0,urban_core,1
15888,370,95,24,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Once every half year,Outskirts of the city/county,1,1,1,0,0,0,0,moderate,1,1,1,1,0,0,0,1,semi_urban,1
15889,370,95,24,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Once every half year,Outskirts of the city/county,1,1,1,0,0,0,0,moderate,1,1,1,1,0,0,1,1,semi_urban,1
15892,370,95,24,male,1,Senior high school,Junior high school,1,1,1,1,0,0,0,1,Biological mother,Once every half year,Central area of the city/county,1,1,1,1,0,0,0,moderate,2,1,2,0,1,0,0,1,urban_core,1
15893,370,95,24,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Once a year,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
15894,370,95,24,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Once a year,Central area of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,urban_core,1
15897,370,95,24,female,0,Junior high school,Senior high school,1,1,0,0,0,0,0,1,Biological father,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,1,2,2,0,1,0,1,0,semi_urban,1
15898,370,95,24,female,1,Junior high school,Senior high school,1,1,0,0,0,0,0,1,Biological mother,More than once a week,Central area of the city/county,1,1,0,0,0,0,0,high,1,2,2,0,1,0,1,1,urban_core,1
15901,370,95,24,female,0,Technical secondary school or technical school,Technical secondary school or technical school,1,1,0,1,0,0,0,1,Biological father,Once every half year,Central area of the city/county,1,1,0,1,0,0,0,moderate,2,2,2,0,1,0,1,0,urban_core,1
15902,370,95,24,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,urban_core,1
15903,370,95,24,male,0,Technical secondary school or technical school,Technical secondary school or technical school,1,1,0,0,0,0,0,1,Biological father,Never,Outskirts of the city/county,1,1,0,0,0,0,0,low,2,2,2,0,1,0,0,0,semi_urban,1
15905,370,95,24,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,0,rural,1
15907,370,95,24,female,0,Technical secondary school or technical school,Senior high school,1,1,0,0,0,0,0,1,Biological father,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,2,2,2,0,1,0,1,0,semi_urban,1
15909,370,95,24,female,0,Finished elementary school,Junior high school,1,1,0,0,0,0,0,1,Biological father,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,1,1,1,1,0,0,1,0,urban_core,1
15910,370,95,24,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological father,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,0,urban_core,1
15919,370,95,24,female,1,Junior high school,Finished elementary school,1,1,1,0,0,0,0,1,Biological mother,Never,Outskirts of the city/county,1,1,1,0,0,0,3,low,1,1,1,1,0,0,1,1,semi_urban,1
15921,371,96,24,female,0,Senior high school,Junior high school,1,0,0,1,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,0,0,1,0,0,0,low,2,1,2,0,1,0,1,0,urban_core,0
15924,371,96,24,female,0,Senior high school,Senior high school,1,1,0,1,0,0,0,0,Biological mother,Never,Outskirts of the city/county,1,1,0,1,0,0,0,low,2,2,2,0,1,0,1,0,semi_urban,1
15925,371,96,24,male,0,Junior high school,Finished elementary school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,0,semi_urban,1
15926,371,96,24,male,0,Junior high school,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Rural area,1,1,0,0,0,0,0,low,1,2,2,0,1,0,0,0,rural,1
15927,371,96,24,male,0,Senior high school,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,2,2,2,0,1,0,0,0,urban_core,1
15929,371,96,24,male,0,Junior high school,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,1,2,2,0,1,0,0,0,urban_core,1
15931,371,96,24,female,0,Senior high school,Bachelor degree,1,1,0,1,0,0,0,0,Biological mother,Once a year,Outskirts of the city/county,1,1,0,1,0,0,0,low,2,3,3,0,0,1,1,0,semi_urban,1
15934,371,96,24,male,0,Junior high school,Finished elementary school,1,1,0,0,1,0,0,0,Biological mother,Never,Central area of the city/county,1,1,0,0,1,0,0,low,1,1,1,1,0,0,0,0,urban_core,1
15936,371,96,24,male,2,Junior high school,Senior high school,1,1,1,1,0,0,0,0,Biological mother,Never,Outskirts of the city/county,1,1,1,1,0,0,0,low,1,2,2,0,1,0,0,1,semi_urban,1
15937,371,96,24,female,0,Finished elementary school,Junior high school,0,1,0,1,0,0,0,0,Biological father,Never,Outskirts of the city/county,0,1,0,1,0,0,0,low,1,1,1,1,0,0,1,0,semi_urban,0
15938,371,96,24,female,1,Senior high school,Junior high school,0,0,0,0,1,0,0,0,Other relative male,Once every half year,Central area of the city/county,0,0,0,0,1,0,0,moderate,2,1,2,0,1,0,1,1,urban_core,0
15940,371,96,24,male,0,Master degree or higher,Vocational high school,1,1,0,1,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,1,0,0,0,moderate,3,2,3,0,0,1,0,0,urban_core,1
15941,371,96,24,female,0,Junior high school,Senior high school,1,1,0,0,0,0,0,0,Biological father,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,1,2,2,0,1,0,1,0,semi_urban,1
15943,371,96,24,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Once a year,Central area of the city/county,1,1,1,0,0,0,1,low,1,1,1,1,0,0,0,1,urban_core,1
15951,371,96,24,male,0,Junior high school,Senior high school,1,1,0,1,0,0,0,0,Biological mother,Never,Outskirts of the city/county,1,1,0,1,0,0,0,low,1,2,2,0,1,0,0,0,semi_urban,1
15955,371,96,24,male,0,Senior high school,Junior college,1,1,0,0,0,0,0,0,Biological father,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,2,3,3,0,0,1,0,0,urban_core,1
15956,371,96,24,female,0,Technical secondary school or technical school,Bachelor degree,1,1,0,1,0,0,0,0,Biological father,Once a year,Central area of the city/county,1,1,0,1,0,0,0,low,2,3,3,0,0,1,1,0,urban_core,1
15958,371,96,24,female,0,Junior high school,Vocational high school,1,1,0,1,0,0,0,0,Biological mother,Once a year,Outskirts of the city/county,1,1,0,1,0,0,0,low,1,2,2,0,1,0,1,0,semi_urban,1
15959,371,96,24,male,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,urban_core,1
15964,371,96,24,female,0,Junior high school,Junior college,1,1,0,0,0,0,0,0,Biological father,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,1,3,3,0,0,1,1,0,urban_core,1
15965,371,96,24,female,0,Junior high school,Senior high school,1,1,0,1,0,0,0,0,Biological mother,Never,Outskirts of the city/county,1,1,0,1,0,0,0,low,1,2,2,0,1,0,1,0,semi_urban,1
15967,372,96,24,female,0,Finished elementary school,Senior high school,1,1,0,1,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,1,0,0,0,low,1,2,2,0,1,0,1,0,urban_core,1
15969,372,96,24,male,0,Junior high school,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,1,2,2,0,1,0,0,0,semi_urban,1
15972,372,96,24,female,0,Bachelor degree,Junior college,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,3,3,3,0,0,1,1,0,urban_core,1
15973,372,96,24,female,0,Junior high school,Junior high school,0,0,0,1,0,0,0,0,Grandfather on mother's/father's side,Once every half year,Outskirts of the city/county,0,0,0,1,0,0,0,moderate,1,1,1,1,0,0,1,0,semi_urban,0
15977,372,96,24,female,0,Junior college,Junior high school,1,0,0,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,0,0,0,0,0,0,low,3,1,3,0,0,1,1,0,urban_core,0
15982,372,96,24,male,1,Junior high school,Junior college,1,0,1,0,0,0,0,0,Biological mother,Once a year,Rural area,1,0,1,0,0,0,0,low,1,3,3,0,0,1,0,1,rural,0
15983,372,96,24,male,2,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Once every half year,Outskirts of the city/county,1,1,1,0,0,0,0,moderate,1,1,1,1,0,0,0,1,semi_urban,1
15988,372,96,24,female,0,Junior college,Junior college,1,0,0,0,0,0,0,0,Biological mother,Once a year,Outskirts of the city/county,1,0,0,0,0,0,0,low,3,3,3,0,0,1,1,0,semi_urban,0
15989,372,96,24,female,0,Junior high school,Junior college,1,1,0,0,0,0,0,0,Biological father,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,1,3,3,0,0,1,1,0,urban_core,1
15997,372,96,24,male,0,Senior high school,Senior high school,1,1,0,1,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,0,1,0,0,0,low,2,2,2,0,1,0,0,0,urban_core,1
15999,372,96,24,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Once a month,Outskirts of the city/county,1,1,1,0,0,0,2,high,1,1,1,1,0,0,1,1,semi_urban,1
16004,372,96,24,male,0,Junior high school,Finished elementary school,1,1,0,1,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,1,0,0,0,moderate,1,1,1,1,0,0,0,0,urban_core,1
16005,372,96,24,male,0,Senior high school,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Outskirts of the city/county,1,1,0,0,0,0,0,moderate,2,2,2,0,1,0,0,0,semi_urban,1
16007,372,96,24,female,0,Junior high school,Finished elementary school,1,1,0,0,1,0,0,0,Biological mother,Once a year,Outskirts of the city/county,1,1,0,0,1,0,0,low,1,1,1,1,0,0,1,0,semi_urban,1
16010,372,96,24,female,0,Junior college,Technical secondary school or technical school,1,1,0,1,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,1,0,0,0,moderate,3,2,3,0,0,1,1,0,urban_core,1
16013,373,96,24,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Once a month,Rural area,1,1,1,0,0,0,0,high,1,1,1,1,0,0,1,1,rural,1
16014,373,96,24,female,0,Finished elementary school,Finished elementary school,1,1,0,0,0,0,0,1,Biological mother,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,0,semi_urban,1
16016,373,96,24,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Once a year,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,semi_urban,1
16017,373,96,24,female,1,Junior high school,Senior high school,1,1,1,0,0,0,0,1,Biological mother,Once every half year,Central area of the city/county,1,1,1,0,0,0,0,moderate,1,2,2,0,1,0,1,1,urban_core,1
16021,373,96,24,female,0,Junior college,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Once every half year,Outskirts of the city/county,1,1,0,0,0,0,0,moderate,3,1,3,0,0,1,1,0,semi_urban,1
16022,373,96,24,male,0,Senior high school,Senior high school,1,1,0,0,0,0,0,1,Biological mother,More than once a week,Central area of the city/county,1,1,0,0,0,0,0,high,2,2,2,0,1,0,0,0,urban_core,1
16025,373,96,24,male,0,Junior high school,Technical secondary school or technical school,1,0,0,0,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,0,0,0,0,0,0,low,1,2,2,0,1,0,0,0,urban_core,0
16027,373,96,24,male,1,Senior high school,Technical secondary school or technical school,1,1,0,0,0,0,0,1,Biological father,Once every half year,Outskirts of the city/county,1,1,0,0,0,0,0,moderate,2,2,2,0,1,0,0,1,semi_urban,1
16030,373,96,24,male,1,Finished elementary school,Junior high school,1,1,1,1,0,0,0,1,Biological mother,Once every half year,Outskirts of the city/county,1,1,1,1,0,0,0,moderate,1,1,1,1,0,0,0,1,semi_urban,1
16034,373,96,24,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,0,urban_core,1
16036,373,96,24,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,0,semi_urban,1
16040,373,96,24,male,3,Junior college,Junior college,1,1,0,0,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,0,1,urban_core,1
16041,373,96,24,male,1,Technical secondary school or technical school,Technical secondary school or technical school,1,1,0,0,0,0,0,1,Biological father,More than once a week,Rural area,1,1,0,0,0,0,0,high,2,2,2,0,1,0,0,1,rural,1
16043,374,96,24,male,0,Junior high school,Finished elementary school,1,1,0,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,0,urban_core,1
16044,374,96,24,male,1,Junior high school,Senior high school,1,1,1,0,0,0,0,1,Biological father,Once a year,Central area of the city/county,1,1,1,0,0,0,0,low,1,2,2,0,1,0,0,1,urban_core,1
16049,374,96,24,male,1,Junior high school,Junior high school,1,1,1,0,1,0,0,1,Biological father,Once every half year,Outskirts of the city/county,1,1,1,0,1,0,0,moderate,1,1,1,1,0,0,0,1,semi_urban,1
16052,374,96,24,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Never,Outskirts of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,0,semi_urban,1
16053,374,96,24,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Once a year,Central area of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,urban_core,1
16054,374,96,24,male,0,Senior high school,Junior high school,1,1,0,1,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,0,1,0,0,0,low,2,1,2,0,1,0,0,0,urban_core,1
16055,374,96,24,male,1,Junior high school,Senior high school,1,1,0,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,0,0,0,0,0,low,1,2,2,0,1,0,0,1,urban_core,1
16058,374,96,24,male,0,Junior high school,Junior college,1,0,0,1,0,0,0,1,Biological mother,Never,Outskirts of the city/county,1,0,0,1,0,0,0,low,1,3,3,0,0,1,0,0,semi_urban,0
16059,374,96,24,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological father,Once a week,Outskirts of the city/county,1,1,0,0,0,0,0,high,1,1,1,1,0,0,0,0,semi_urban,1
16061,374,96,24,female,0,Bachelor degree,Junior high school,1,1,0,0,0,0,0,1,Biological mother,More than once a week,Central area of the city/county,1,1,0,0,0,0,0,high,3,1,3,0,0,1,1,0,urban_core,1
16062,374,96,24,female,0,Technical secondary school or technical school,Technical secondary school or technical school,1,1,0,0,0,0,0,1,Biological father,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,2,2,2,0,1,0,1,0,urban_core,1
16065,375,97,25,female,1,Finished elementary school,Finished elementary school,0,0,1,1,0,0,1,0,Grandfather on mother's/father's side,Never,Outskirts of the city/county,0,0,1,1,0,0,0,low,1,1,1,1,0,0,1,1,semi_urban,0
16066,375,97,25,male,1,Junior high school,Junior high school,0,0,0,1,0,0,1,0,Grandmother on mother's/father's side,Never,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
16067,375,97,25,female,1,Finished elementary school,Junior high school,0,0,0,1,0,0,1,0,Other relative male,Never,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
16071,375,97,25,female,0,Finished elementary school,Finished elementary school,1,1,0,0,1,0,0,0,Biological father,Never,Rural area,1,1,0,0,1,0,0,low,1,1,1,1,0,0,1,0,rural,1
16072,375,97,25,male,2,Junior high school,Technical secondary school or technical school,1,1,0,0,0,0,1,0,Biological father,Once a year,Rural area,1,1,0,0,0,0,0,low,1,2,2,0,1,0,0,1,rural,1
16073,375,97,25,male,1,Senior high school,Junior high school,1,1,1,1,0,0,1,0,Biological father,Never,Rural area,1,1,1,1,0,0,0,low,2,1,2,0,1,0,0,1,rural,1
16077,375,97,25,male,1,Finished elementary school,Junior high school,0,0,0,1,0,0,1,0,Grandfather on mother's/father's side,Never,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
16083,375,97,25,male,1,Junior high school,Junior high school,1,1,1,1,0,0,1,0,Biological father,Once a year,Rural area,1,1,1,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
16084,375,97,25,male,1,Finished elementary school,Junior high school,0,0,0,1,0,0,1,0,Grandfather on mother's/father's side,Never,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
16087,375,97,25,female,1,Finished elementary school,Junior high school,0,0,1,0,1,0,1,0,Biological mother,Once a month,Rural area,0,0,1,0,1,0,0,high,1,1,1,1,0,0,1,1,rural,0
16090,375,97,25,female,0,Finished elementary school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,0,rural,1
16095,375,97,25,female,2,Junior high school,Junior high school,0,0,1,1,0,0,1,0,Grandfather on mother's/father's side,Never,Rural area,0,0,1,1,0,0,2,low,1,1,1,1,0,0,1,1,rural,0
16099,376,97,25,female,2,Junior high school,Finished elementary school,0,0,1,1,0,0,1,0,Grandfather on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
16101,376,97,25,female,3,Junior high school,Junior high school,0,0,1,1,1,0,1,0,Grandfather on mother's/father's side,Never,Rural area,0,0,1,1,1,0,0,low,1,1,1,1,0,0,1,1,rural,0
16106,376,97,25,female,2,Finished elementary school,Junior high school,0,0,1,1,0,0,1,0,Grandfather on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
16112,376,97,25,female,1,Finished elementary school,Junior high school,0,0,0,1,0,0,1,0,Grandfather on mother's/father's side,Never,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
16115,376,97,25,male,2,Junior high school,Technical secondary school or technical school,0,0,0,1,0,0,1,0,Grandmother on mother's/father's side,Never,Rural area,0,0,0,1,0,0,0,low,1,2,2,0,1,0,0,1,rural,0
16121,376,97,25,male,1,Junior high school,Junior high school,1,0,1,1,0,0,1,0,Biological mother,Once every half year,Rural area,1,0,1,1,0,0,0,moderate,1,1,1,1,0,0,0,1,rural,0
16122,376,97,25,male,0,Finished elementary school,Junior high school,0,0,0,1,0,0,1,0,Grandfather on mother's/father's side,Never,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,0,0,rural,0
16124,377,97,25,female,1,Junior high school,Junior high school,0,0,0,1,0,0,1,1,Grandmother on mother's/father's side,Never,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
16125,377,97,25,female,1,Finished elementary school,Finished elementary school,0,1,0,0,0,0,1,1,Biological father,Never,Rural area,0,1,0,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
16126,377,97,25,male,1,Finished elementary school,Junior high school,0,0,0,1,0,0,1,1,Grandfather on mother's/father's side,Never,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
16128,377,97,25,male,2,Finished elementary school,Junior high school,0,0,1,1,0,0,1,1,Grandfather on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
16130,377,97,25,female,1,Finished elementary school,Finished elementary school,1,0,0,0,0,0,1,1,Biological mother,Never,Central area of the city/county,1,0,0,0,0,0,0,low,1,1,1,1,0,0,1,1,urban_core,0
16131,377,97,25,female,2,Finished elementary school,Finished elementary school,0,0,1,1,0,0,1,1,Grandmother on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
16132,377,97,25,female,1,Finished elementary school,Finished elementary school,0,0,0,1,0,0,1,1,Grandmother on mother's/father's side,Never,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
16136,377,97,25,female,0,Finished elementary school,Finished elementary school,1,1,0,1,0,0,1,1,Biological mother,Never,Rural area,1,1,0,1,0,0,0,low,1,1,1,1,0,0,1,0,rural,1
16152,377,97,25,male,0,Junior high school,Junior high school,0,0,0,1,0,0,1,1,Grandfather on mother's/father's side,Once a year,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,0,0,rural,0
16153,377,97,25,male,1,Junior high school,Finished elementary school,1,1,1,0,0,0,1,1,Grandfather on mother's/father's side,Never,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,semi_urban,1
16159,378,97,25,male,1,Junior high school,Junior high school,0,0,1,1,0,0,1,1,Grandmother on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
16168,378,97,25,female,0,Junior high school,Finished elementary school,0,0,0,1,0,0,1,1,Grandmother on mother's/father's side,Once a year,Central area of the city/county,0,0,0,1,0,0,0,low,1,1,1,1,0,0,1,0,urban_core,0
16172,378,97,25,female,3,Junior high school,Junior high school,0,0,1,1,0,0,1,1,Biological father,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
16173,378,97,25,female,1,Junior high school,Finished elementary school,0,0,0,1,0,0,1,1,Biological mother,Never,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
16175,378,97,25,female,0,Finished elementary school,Finished elementary school,0,0,0,0,1,0,1,1,Other relative female,Never,Rural area,0,0,0,0,1,0,0,low,1,1,1,1,0,0,1,0,rural,0
16177,378,97,25,male,0,Junior high school,Finished elementary school,0,0,0,1,0,0,1,1,Grandfather on mother's/father's side,Never,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,0,0,rural,0
16181,378,97,25,female,1,Finished elementary school,Finished elementary school,1,1,0,0,1,0,1,1,Biological father,Never,Rural area,1,1,0,0,1,0,0,low,1,1,1,1,0,0,1,1,rural,1
16182,378,97,25,male,3,Junior high school,Junior high school,1,1,0,0,0,0,1,1,Biological mother,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
16185,378,97,25,male,2,Junior high school,Junior high school,1,1,1,0,0,0,1,1,Biological father,Once a year,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,semi_urban,1
16188,378,97,25,male,2,Finished elementary school,Junior high school,0,0,0,0,1,0,1,1,Grandmother on mother's/father's side,Never,Rural area,0,0,0,0,1,0,0,low,1,1,1,1,0,0,0,1,rural,0
16191,378,97,25,female,1,Finished elementary school,Junior high school,1,0,1,0,0,0,1,1,Biological mother,Once every half year,Rural area,1,0,1,0,0,0,0,moderate,1,1,1,1,0,0,1,1,rural,0
16192,379,98,25,female,2,Junior high school,Junior high school,0,0,1,1,0,0,0,0,Grandmother on mother's/father's side,Once a year,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
16195,379,98,25,male,2,Finished elementary school,Junior high school,0,1,1,1,0,0,0,0,Biological father,Never,Rural area,0,1,1,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
16196,379,98,25,female,1,Junior high school,Senior high school,0,0,1,1,0,0,1,0,Grandfather on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,1,2,2,0,1,0,1,1,rural,0
16202,379,98,25,female,2,Junior high school,Junior high school,1,1,1,1,0,0,0,0,Biological father,Never,Rural area,1,1,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
16206,379,98,25,female,1,Senior high school,Junior college,0,0,1,1,0,0,1,0,Grandfather on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,2,3,3,0,0,1,1,1,rural,0
16207,379,98,25,male,1,Finished elementary school,Junior high school,0,0,1,1,0,0,1,0,Grandmother on mother's/father's side,More than once a week,Rural area,0,0,1,1,0,0,0,high,1,1,1,1,0,0,0,1,rural,0
16209,379,98,25,female,2,Junior high school,Junior high school,1,1,1,1,0,0,0,0,Biological father,Once a year,Central area of the city/county,1,1,1,1,0,0,0,low,1,1,1,1,0,0,1,1,urban_core,1
16210,379,98,25,female,1,Senior high school,Senior high school,0,0,1,1,0,0,0,0,Grandfather on mother's/father's side,Once a week,Outskirts of the city/county,0,0,1,1,0,0,0,high,2,2,2,0,1,0,1,1,semi_urban,0
16212,379,98,25,male,0,None,Senior high school,1,1,0,1,0,0,0,0,Biological father,Once a year,Rural area,1,1,0,1,0,0,0,low,1,2,2,0,1,0,0,0,rural,1
16213,379,98,25,male,1,Finished elementary school,Finished elementary school,0,0,1,1,0,0,0,0,Grandmother on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
16221,379,98,25,female,1,Junior high school,Junior high school,0,0,1,1,0,0,1,0,Grandfather on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
16222,379,98,25,female,1,Junior high school,Junior high school,0,0,1,1,0,0,1,0,Grandmother on mother's/father's side,Once every half year,Rural area,0,0,1,1,0,0,0,moderate,1,1,1,1,0,0,1,1,rural,0
16223,379,98,25,female,1,Junior high school,Junior high school,0,0,1,1,0,0,0,0,Grandfather on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
16224,379,98,25,male,1,Finished elementary school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
16230,379,98,25,female,1,Finished elementary school,Junior high school,1,1,1,1,0,0,1,0,Biological mother,Once a year,Rural area,1,1,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
16232,379,98,25,female,1,Finished elementary school,Junior high school,1,0,0,0,0,0,1,0,Biological mother,Never,Rural area,1,0,0,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
16236,380,98,25,female,0,None,Finished elementary school,1,1,0,0,0,0,0,0,Biological father,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,0,rural,1
16239,380,98,25,male,2,Finished elementary school,Junior high school,0,0,1,1,0,0,1,0,Grandmother on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
16244,380,98,25,female,1,Finished elementary school,Finished elementary school,1,0,1,0,0,0,1,0,Biological father,Never,Rural area,1,0,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
16246,380,98,25,female,2,Finished elementary school,Junior high school,1,1,1,0,0,0,1,0,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
