student_id,class_id,school_id,county_id,gender,sibling_num,mo_edu,fa_edu,sr_w_m,sr_w_f,sr_w_sib,sr_w_grand,sr_w_othre,sr_w_othnon,boarding,grade9,relationshi,frequency,living_area,pr_w_m,pr_w_f,pr_w_sib,pr_w_grand,pr_w_othre,pr_w_othnon,left_behind,freq_binary,mo_edu_level,fa_edu_level,parent_edu,female,urbanicity_level,has_siblings,living_list,standard_living
14242,330,85,22,male,1,None,Senior high school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,m,m,0,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14243,330,85,22,female,2,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Towns outside the city/county,1,1,1,0,0,0,0,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14244,330,85,22,male,1,Senior high school,Senior high school,1,0,0,0,0,0,0,1,Biological mother,Never,Rural area,1,0,0,0,0,0,1,0,m,m,m,0,3.0,1,['sr_w_m'],0
14246,330,85,22,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,0,0,0,0,0,0,l,l,l,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
14248,330,85,22,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14250,330,85,22,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14253,330,85,22,male,2,Junior high school,Junior high school,1,1,1,0,0,0,1,1,Biological father,Once every half year,Rural area,1,1,1,0,0,0,0,1,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14254,330,85,22,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,l,l,0,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14255,330,85,22,female,0,Junior high school,Bachelor degree,1,1,0,0,0,0,0,1,Biological father,Once a year,Central area of the city/county,1,1,0,0,0,0,0,0,l,h,h,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
14256,330,85,22,female,1,Junior high school,Junior high school,1,1,1,1,0,0,0,1,Biological mother,Never,Rural area,1,1,1,1,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
14257,330,85,22,female,1,Junior high school,Senior high school,1,1,1,0,0,0,0,1,Biological father,Once every half year,Outskirts of the city/county,1,1,1,0,0,0,0,1,l,m,m,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14260,330,85,22,male,0,Junior high school,Bachelor degree,1,1,0,0,0,0,0,1,Biological father,Once every half year,Outskirts of the city/county,1,1,0,0,0,0,0,1,l,h,h,0,2.0,0,"['sr_w_m', 'sr_w_f']",1
14262,330,85,22,male,1,Senior high school,Senior high school,1,1,0,0,0,0,0,1,Biological mother,Never,Outskirts of the city/county,1,1,0,0,0,0,0,0,m,m,m,0,2.0,1,"['sr_w_m', 'sr_w_f']",1
14266,331,86,22,male,1,Finished elementary school,Finished elementary school,1,1,0,0,0,0,0,0,Biological father,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f']",1
14270,331,86,22,male,0,Junior high school,Junior high school,0,1,0,1,0,0,0,0,Biological father,Once a week,Central area of the city/county,0,1,0,1,0,0,0,1,l,l,l,0,1.0,0,"['sr_w_f', 'sr_w_grand']",0
14277,331,86,22,male,2,Junior high school,Finished elementary school,1,1,0,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,0,0,0,0,0,0,l,l,l,0,1.0,1,"['sr_w_m', 'sr_w_f']",1
14282,331,86,22,male,2,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,l,l,0,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14283,331,86,22,female,2,Junior high school,Finished elementary school,1,1,1,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,1,0,0,0,1,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14284,331,86,22,male,1,Junior high school,Junior high school,0,0,0,0,1,0,1,0,Biological father,Never,Rural area,0,0,0,0,1,0,2,0,l,l,l,0,3.0,1,['sr_w_othre'],0
14290,331,86,22,female,1,Finished elementary school,Junior high school,1,1,1,1,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,1,1,0,0,0,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
14291,331,86,22,male,2,None,Junior high school,1,1,0,0,0,0,0,0,Biological father,Never,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,0,l,l,l,0,2.0,1,"['sr_w_m', 'sr_w_f']",1
14296,331,86,22,female,5,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14298,331,86,22,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14300,331,86,22,male,3,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,0,Biological mother,Never,Rural area,1,1,1,0,0,0,1,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14304,331,86,22,female,3,Finished elementary school,Senior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,m,m,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14305,331,86,22,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14306,331,86,22,male,1,Senior high school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Once a week,Central area of the city/county,1,1,0,0,0,0,0,1,m,l,m,0,1.0,1,"['sr_w_m', 'sr_w_f']",1
14309,332,86,22,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Once a month,Central area of the city/county,1,1,1,0,0,0,0,1,l,l,l,0,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14312,332,86,22,male,1,Junior high school,Senior high school,1,1,1,1,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,1,1,0,0,0,1,l,m,m,0,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
14313,332,86,22,male,0,Junior high school,Finished elementary school,1,1,0,0,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,0,0,0,0,0,0,l,l,l,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
14314,332,86,22,female,2,Senior high school,Junior high school,0,0,0,0,1,0,0,0,Biological mother,Never,The “rural-urban continuum” area of the city/county,0,0,0,0,1,0,1,0,m,l,m,1,2.0,1,['sr_w_othre'],0
14317,332,86,22,female,1,Senior high school,Senior high school,1,1,1,0,0,0,1,0,Biological mother,Never,Outskirts of the city/county,1,1,1,0,0,0,1,0,m,m,m,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14320,332,86,22,female,1,Finished elementary school,Junior high school,0,0,0,0,1,0,0,0,Biological father,Never,Central area of the city/county,0,0,0,0,1,0,0,0,l,l,l,1,1.0,1,['sr_w_othre'],0
14323,332,86,22,female,2,Junior high school,Senior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,m,m,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14324,332,86,22,female,3,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,0,Biological father,Never,Outskirts of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14327,332,86,22,female,3,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Once a year,Central area of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14328,332,86,22,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14329,332,86,22,female,1,Senior high school,Senior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,1,0,0,0,0,0,m,m,m,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14340,332,86,22,female,0,Junior college,Junior college,1,1,0,0,0,0,0,0,Biological mother,More than once a week,Central area of the city/county,1,1,0,0,0,0,0,1,h,h,h,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
14341,332,86,22,female,1,None,None,1,1,1,0,0,0,0,0,Other relative male,Once every half year,Central area of the city/county,1,1,1,0,0,0,0,1,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14347,332,86,22,female,2,Senior high school,Senior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,1,0,0,0,0,0,m,m,m,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14348,332,86,22,male,1,Finished elementary school,Senior high school,1,1,0,0,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,0,0,0,0,1,0,l,m,m,0,1.0,1,"['sr_w_m', 'sr_w_f']",1
14349,332,86,22,male,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,l,l,0,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14350,332,86,22,female,1,Senior high school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,0,m,l,m,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14351,332,86,22,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,1,l,l,l,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
14355,332,86,22,female,2,Finished elementary school,Finished elementary school,1,1,1,0,1,0,0,0,Biological father,Once every half year,Central area of the city/county,1,1,1,0,1,0,0,1,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_othre']",0
14359,332,86,22,male,1,Junior high school,Finished elementary school,1,1,1,0,0,1,0,0,Biological mother,Never,Central area of the city/county,1,1,1,0,0,1,0,0,l,l,l,0,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_othnon']",0
14363,333,86,22,female,3,Finished elementary school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14364,333,86,22,female,0,Finished elementary school,Junior high school,0,0,0,0,1,0,0,1,Biological mother,Once a week,Central area of the city/county,0,0,0,0,1,0,0,1,l,l,l,1,1.0,0,['sr_w_othre'],0
14365,333,86,22,female,1,Finished elementary school,Senior high school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,m,m,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14368,333,86,22,female,2,Junior high school,Junior high school,1,1,1,0,0,0,1,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14370,333,86,22,male,1,Finished elementary school,Finished elementary school,0,1,0,0,0,0,0,1,Biological father,Never,Outskirts of the city/county,0,1,0,0,0,0,0,0,l,l,l,0,2.0,1,['sr_w_f'],0
14371,333,86,22,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Outskirts of the city/county,1,1,1,0,0,0,0,0,l,l,l,0,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14377,333,86,22,female,2,Finished elementary school,Finished elementary school,0,0,0,0,1,0,0,1,Biological mother,Never,Central area of the city/county,0,0,0,0,1,0,1,0,l,l,l,1,1.0,1,['sr_w_othre'],0
14379,333,86,22,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14380,333,86,22,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Once a month,Central area of the city/county,1,1,1,0,0,0,0,1,l,l,l,0,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14382,333,86,22,female,1,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Never,Outskirts of the city/county,1,1,0,0,0,0,1,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f']",1
14386,333,86,22,female,2,None,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,1,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14387,333,86,22,male,3,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14388,333,86,22,male,1,Finished elementary school,Finished elementary school,1,0,1,0,1,0,0,1,Biological mother,Never,Towns outside the city/county,1,0,1,0,1,0,0,0,l,l,l,0,2.0,1,"['sr_w_m', 'sr_w_sib', 'sr_w_othre']",0
14390,333,86,22,female,4,Finished elementary school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Outskirts of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14392,333,86,22,male,2,None,Junior high school,1,1,0,0,1,0,0,1,Biological father,Never,Central area of the city/county,1,1,0,0,1,0,2,0,l,l,l,0,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_othre']",0
14393,333,86,22,female,2,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,0,0,0,0,1,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f']",1
14394,333,86,22,female,4,Junior high school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,1,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14395,333,86,22,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,l,l,0,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14398,333,86,22,male,2,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Outskirts of the city/county,1,1,1,0,0,0,2,0,l,l,l,0,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14401,334,86,22,female,1,Senior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Outskirts of the city/county,1,1,1,0,0,0,0,0,m,l,m,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14403,334,86,22,female,2,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14404,334,86,22,female,3,Junior high school,Senior high school,1,1,1,0,0,0,0,1,Biological father,Never,Outskirts of the city/county,1,1,1,0,0,0,0,0,l,m,m,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14405,334,86,22,female,1,Junior high school,Junior high school,1,1,1,1,0,0,0,1,Biological father,Once a year,Rural area,1,1,1,1,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
14408,334,86,22,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Once every half year,Central area of the city/county,1,1,1,0,0,0,0,1,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14409,334,86,22,female,2,Junior high school,Technical secondary school or technical school,1,1,1,1,0,0,0,1,Biological father,Once a year,Towns outside the city/county,1,1,1,1,0,0,0,0,l,m,m,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
14412,334,86,22,male,2,Junior high school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,The “rural-urban continuum” area of the city/county,1,1,1,0,0,0,0,0,l,l,l,0,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14413,334,86,22,female,1,Senior high school,Senior high school,1,1,1,0,0,0,0,1,Biological mother,Once every half year,Outskirts of the city/county,1,1,1,0,0,0,0,1,m,m,m,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14417,334,86,22,female,2,Senior high school,Junior high school,0,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,0,1,1,0,0,0,0,0,m,l,m,1,1.0,1,"['sr_w_f', 'sr_w_sib']",0
14422,334,86,22,male,1,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological father,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f']",1
14425,334,86,22,female,4,Finished elementary school,Finished elementary school,0,1,1,0,0,0,0,1,Biological father,Once a year,Central area of the city/county,0,1,1,0,0,0,0,0,l,l,l,1,1.0,1,"['sr_w_f', 'sr_w_sib']",0
14426,334,86,22,male,0,Junior high school,Senior high school,1,1,0,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,0,0,0,0,0,0,l,m,m,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
14431,334,86,22,female,2,Senior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Outskirts of the city/county,1,1,1,0,0,0,0,0,m,l,m,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14433,334,86,22,female,2,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Once a year,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14436,334,86,22,female,1,Senior high school,Senior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,1,0,0,0,0,0,m,m,m,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14437,334,86,22,female,1,Junior high school,Senior high school,1,1,1,0,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,1,1,0,0,0,0,0,l,m,m,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14438,334,86,22,female,4,None,Junior high school,1,1,1,1,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,1,0,0,0,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
14439,334,86,22,female,1,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Once a year,Outskirts of the city/county,1,1,0,0,0,0,1,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f']",1
14442,334,86,22,female,1,None,Finished elementary school,1,1,0,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,0,0,0,0,1,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f']",1
14443,334,86,22,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14445,334,86,22,female,1,Junior high school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14446,334,86,22,female,2,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,1,Biological mother,Never,Outskirts of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14448,334,86,22,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14449,334,86,22,female,2,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14461,335,87,22,female,2,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f']",1
14466,335,87,22,female,2,Junior high school,Senior high school,1,1,1,0,0,0,0,0,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,m,m,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14483,335,87,22,female,1,Junior high school,Finished elementary school,1,1,1,0,0,0,0,0,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14488,335,87,22,male,1,Junior high school,Junior high school,1,1,1,1,0,0,0,0,Biological mother,Never,Towns outside the city/county,1,1,1,1,0,0,0,0,l,l,l,0,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
14490,336,87,22,female,1,Finished elementary school,Junior high school,1,1,1,1,0,0,0,0,Biological father,Never,Rural area,1,1,1,1,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
14493,336,87,22,female,1,Finished elementary school,Bachelor degree,1,1,1,0,0,0,0,0,Biological father,Never,Towns outside the city/county,1,1,1,0,0,0,0,0,l,h,h,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14495,336,87,22,male,1,Junior high school,Senior high school,1,1,1,0,0,0,0,0,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,m,m,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14496,336,87,22,female,1,Junior high school,Junior high school,0,1,1,1,0,0,0,0,Biological father,Never,Towns outside the city/county,0,1,1,1,0,0,0,0,l,l,l,1,2.0,1,"['sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
14498,336,87,22,female,3,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14500,336,87,22,female,4,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,0,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14502,336,87,22,female,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,0,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14505,336,87,22,female,1,Finished elementary school,None,1,0,0,0,0,0,0,0,Biological mother,Never,Rural area,1,0,0,0,0,0,1,0,l,l,l,1,3.0,1,['sr_w_m'],0
14514,336,87,22,female,2,Junior high school,Junior high school,1,1,1,1,0,0,0,0,Biological mother,Never,Rural area,1,1,1,1,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
14518,336,87,22,female,2,Junior high school,Senior high school,1,1,1,0,0,0,0,0,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,m,m,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14521,336,87,22,female,1,Finished elementary school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f']",1
14527,336,87,22,male,2,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Once a month,Rural area,1,1,1,0,0,0,0,1,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14528,337,87,22,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,1,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14529,337,87,22,female,1,Junior high school,Senior high school,1,1,1,0,0,0,1,1,Biological father,Never,Outskirts of the city/county,1,1,1,0,0,0,0,0,l,m,m,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14530,337,87,22,female,2,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14537,337,87,22,male,3,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14538,337,87,22,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14540,337,87,22,male,1,Junior high school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14542,337,87,22,female,2,Junior high school,Finished elementary school,1,1,1,0,0,0,0,1,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14543,337,87,22,female,1,Junior high school,Junior high school,1,0,0,0,1,0,0,1,Biological mother,Never,Rural area,1,0,0,0,1,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_othre']",0
14546,337,87,22,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Once a year,Rural area,1,1,1,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
14548,337,87,22,female,2,Junior high school,Finished elementary school,1,1,1,1,1,0,0,1,Grandfather on mother's/father's side,Never,The “rural-urban continuum” area of the city/county,1,1,1,1,1,0,0,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand', 'sr_w_othre']",0
